20.6970 	EXP 	line4: autoDraw = True
21.6969 	INFO 	Keyboard events cleared
21.6968 	EXP 	probe: autoDraw = True
22.4631 	EXP 	Device response: <KeyPress from None: t=22.452722999965772, value=c, duration=None>
22.4634 	EXP 	New trial (rep=1, index=3): <Trial 7 (3 in rep 1) data={'pos': np.int64(-150), 'corr_resp': 'z', 'thisN': 7, 'thisTrialN': 3, 'thisRepN': 1}>
22.4645 	DATA 	Keypress: c
22.4798 	EXP 	Fixation: autoDraw = False
22.4798 	EXP 	Line1: autoDraw = False
22.4798 	EXP 	line2: autoDraw = False
22.4798 	EXP 	line3: autoDraw = False
22.4798 	EXP 	line4: autoDraw = False
22.4798 	EXP 	probe: autoDraw = False
22.4798 	EXP 	Fixation: autoDraw = True
22.6138 	EXP 	Device response: <KeyPress from None: t=22.452722999965772, value=c, duration=0.1604061999823898>
23.4629 	EXP 	Line1: autoDraw = True
23.4629 	EXP 	line2: autoDraw = True
23.4629 	EXP 	line3: autoDraw = True
23.4629 	EXP 	line4: autoDraw = True
23.4797 	EXP 	Fixation: autoDraw = False
24.4628 	INFO 	Keyboard events cleared
24.4627 	EXP 	probe: autoDraw = True
24.9303 	EXP 	Device response: <KeyPress from None: t=24.929946499876678, value=z, duration=None>
24.9307 	EXP 	New trial (rep=2, index=0): <Trial 8 (0 in rep 2) data={'pos': np.int64(-50), 'corr_resp': 'x', 'thisN': 8, 'thisTrialN': 0, 'thisRepN': 2}>
24.9321 	DATA 	Keypress: z
24.9464 	EXP 	Fixation: autoDraw = False
24.9464 	EXP 	Line1: autoDraw = False
24.9464 	EXP 	line2: autoDraw = False
24.9464 	EXP 	line3: autoDraw = False
24.9464 	EXP 	line4: autoDraw = False
24.9464 	EXP 	probe: autoDraw = False
24.9464 	EXP 	Fixation: autoDraw = True
25.1297 	EXP 	Device response: <KeyPress from None: t=24.929946499876678, value=z, duration=0.19000730011612177>
25.9464 	EXP 	Fixation: autoDraw = False
25.9464 	EXP 	Line1: autoDraw = True
25.9464 	EXP 	line2: autoDraw = True
25.9464 	EXP 	line3: autoDraw = True
25.9464 	EXP 	line4: autoDraw = True
26.9293 	INFO 	Keyboard events cleared
26.9292 	EXP 	probe: autoDraw = True
27.6134 	EXP 	Device response: <KeyPress from None: t=27.60256709996611, value=x, duration=None>
27.6138 	EXP 	New trial (rep=2, index=1): <Trial 9 (1 in rep 2) data={'pos': np.int64(150), 'corr_resp': 'v', 'thisN': 9, 'thisTrialN': 1, 'thisRepN': 2}>
27.6152 	DATA 	Keypress: x
27.6308 	EXP 	Fixation: autoDraw = False
27.6308 	EXP 	Line1: autoDraw = False
27.6308 	EXP 	line2: autoDraw = False
27.6308 	EXP 	line3: autoDraw = False
27.6308 	EXP 	line4: autoDraw = False
27.6308 	EXP 	probe: autoDraw = False
27.6308 	EXP 	Fixation: autoDraw = True
27.7969 	EXP 	Device response: <KeyPress from None: t=27.60256709996611, value=x, duration=0.1939926000777632>
28.6286 	EXP 	Line1: autoDraw = True
